total_requests,availability,error_rate,latency_p50_ms,latency_p95_ms,latency_p99_ms,fallback_success_rate,cache_hit_rate,circuit_open_count,recovery_time_ms,estimated_cost,estimated_cost_saved,scenario_primary_timeout_100,scenario_primary_flaky_50,scenario_all_healthy
300,0.9867,0.0133,268.79,316.59,318.24,0.942,0.6533,8,2244.481325149536,0.0439,0.196,pass,pass,pass
